sample_id,seed,lambda,task_family,target,oracle_expert,selected_expert,entropy,is_correct,route_matches_oracle,mlp_prob,graph_prob,attention_v1_prob,attention_v2_prob
671,37,0.3,feature,1,mlp,graph,0.2050,1,0,0.0455,0.9518,0.0005,0.0022
672,37,0.3,relational,1,graph,graph,0.0794,0,1,0.0088,0.9868,0.0001,0.0043
673,37,0.3,feature,1,mlp,graph,0.2086,1,0,0.0465,0.9507,0.0006,0.0022
674,37,0.3,relational,0,graph,graph,0.1512,1,1,0.0217,0.9704,0.0002,0.0077
675,37,0.3,feature,0,mlp,mlp,0.1666,1,1,0.9659,0.0284,0.0010,0.0046
676,37,0.3,feature,0,mlp,mlp,0.1314,1,1,0.9746,0.0206,0.0001,0.0047
677,37,0.3,relational,1,graph,graph,0.0647,1,1,0.0068,0.9897,0.0001,0.0035
678,37,0.3,contextual,0,attention_v2,attention_v2,1.0289,1,1,0.3089,0.1915,0.0003,0.4993
679,37,0.3,feature,0,mlp,mlp,0.1669,1,1,0.9656,0.0291,0.0010,0.0042
680,37,0.3,feature,0,mlp,mlp,0.1349,1,1,0.9739,0.0208,0.0001,0.0052
681,37,0.3,relational,0,graph,graph,0.1088,1,1,0.0144,0.9803,0.0002,0.0051
682,37,0.3,feature,1,mlp,graph,0.2041,1,0,0.0449,0.9523,0.0006,0.0023
683,37,0.3,relational,1,graph,graph,0.1695,1,1,0.0284,0.9650,0.0002,0.0064
684,37,0.3,relational,1,graph,graph,0.0982,1,1,0.0116,0.9828,0.0001,0.0054
685,37,0.3,feature,1,mlp,mlp,0.0173,1,1,0.9978,0.0006,0.0001,0.0015
686,37,0.3,feature,1,mlp,graph,0.2103,1,0,0.0468,0.9503,0.0006,0.0024
687,37,0.3,relational,1,graph,graph,0.0158,1,1,0.0011,0.9980,0.0001,0.0008
688,37,0.3,feature,1,mlp,graph,0.2112,1,0,0.0471,0.9500,0.0006,0.0023
689,37,0.3,relational,1,graph,graph,0.0377,1,1,0.0032,0.9946,0.0001,0.0021
690,37,0.3,feature,0,mlp,mlp,0.1875,1,1,0.9600,0.0340,0.0011,0.0049
691,37,0.3,feature,1,mlp,mlp,0.0176,1,1,0.9978,0.0007,0.0001,0.0015
692,37,0.3,relational,0,graph,graph,0.0803,1,1,0.0089,0.9866,0.0001,0.0044
693,37,0.3,feature,1,mlp,mlp,0.0178,1,1,0.9977,0.0006,0.0001,0.0015
694,37,0.3,contextual,1,attention_v2,attention_v2,0.9709,1,1,0.2538,0.1707,0.0004,0.5751
695,37,0.3,contextual,1,attention_v2,attention_v2,0.9946,1,1,0.2486,0.1953,0.0004,0.5557
696,37,0.3,feature,0,mlp,mlp,0.1426,1,1,0.9717,0.0234,0.0001,0.0048
697,37,0.3,relational,1,graph,graph,0.1527,1,1,0.0215,0.9701,0.0001,0.0082
698,37,0.3,relational,1,graph,graph,0.0326,1,1,0.0023,0.9955,0.0001,0.0021
699,37,0.3,feature,1,mlp,graph,0.2283,1,0,0.0524,0.9444,0.0006,0.0026
700,37,0.3,contextual,1,attention_v2,attention_v2,0.9488,1,1,0.3094,0.1253,0.0004,0.5649
701,37,0.3,feature,0,mlp,mlp,0.1316,1,1,0.9745,0.0205,0.0001,0.0048
702,37,0.3,feature,1,mlp,mlp,0.0167,1,1,0.9979,0.0006,0.0001,0.0014
703,37,0.3,relational,0,graph,graph,0.3571,1,1,0.0815,0.9043,0.0003,0.0139
704,37,0.3,feature,0,mlp,mlp,0.1614,1,1,0.9673,0.0273,0.0010,0.0044
705,37,0.3,relational,0,graph,graph,0.0209,0,1,0.0013,0.9973,0.0001,0.0013
706,37,0.3,relational,1,graph,graph,0.2190,0,1,0.0432,0.9501,0.0003,0.0064
707,37,0.3,feature,1,mlp,mlp,0.0176,1,1,0.9978,0.0006,0.0001,0.0015
708,37,0.3,contextual,1,attention_v2,mlp,0.9034,0,0,0.4724,0.0712,0.0004,0.4561
709,37,0.3,feature,1,mlp,graph,0.2283,1,0,0.0524,0.9444,0.0006,0.0025
710,37,0.3,relational,1,graph,graph,0.0748,1,1,0.0099,0.9874,0.0002,0.0025
711,37,0.3,contextual,1,attention_v2,attention_v2,1.0139,1,1,0.2230,0.2394,0.0004,0.5372
712,37,0.3,feature,1,mlp,mlp,0.0176,1,1,0.9978,0.0006,0.0001,0.0015
713,37,0.3,feature,1,mlp,mlp,0.0173,1,1,0.9978,0.0006,0.0001,0.0015
714,37,0.3,relational,0,graph,graph,0.0701,0,1,0.0075,0.9886,0.0001,0.0037
715,37,0.3,feature,0,mlp,mlp,0.1323,1,1,0.9746,0.0201,0.0001,0.0053
716,37,0.3,contextual,1,attention_v2,attention_v2,0.9493,1,1,0.2792,0.1395,0.0004,0.5809
717,37,0.3,relational,1,graph,graph,0.0621,1,1,0.0069,0.9901,0.0001,0.0029
718,37,0.3,contextual,1,attention_v2,attention_v2,1.0129,1,1,0.2103,0.2528,0.0004,0.5365
719,37,0.3,relational,0,graph,graph,0.0985,0,1,0.0115,0.9828,0.0001,0.0056
0,37,1.0,relational,0,graph,graph,0.0713,0,1,0.0047,0.9885,0.0001,0.0067
1,37,1.0,contextual,1,attention_v2,attention_v2,1.0318,1,1,0.1689,0.4129,0.0002,0.4180
2,37,1.0,relational,1,graph,graph,0.0987,1,1,0.0137,0.9823,0.0001,0.0038
3,37,1.0,relational,1,graph,graph,0.5646,1,1,0.2236,0.7710,0.0001,0.0053
4,37,1.0,contextual,1,attention_v2,attention_v2,0.9649,1,1,0.1097,0.4438,0.0002,0.4463
5,37,1.0,feature,0,mlp,mlp,0.2119,1,1,0.9483,0.0501,0.0007,0.0010
6,37,1.0,relational,1,graph,graph,0.1985,0,1,0.0423,0.9543,0.0002,0.0032
7,37,1.0,contextual,0,attention_v2,graph,1.0146,1,0,0.1513,0.4272,0.0002,0.4214
8,37,1.0,contextual,1,attention_v2,graph,0.9846,0,0,0.1249,0.4382,0.0002,0.4367
9,37,1.0,relational,1,graph,graph,0.3926,0,1,0.1206,0.8757,0.0002,0.0035
10,37,1.0,relational,1,graph,graph,0.0543,1,1,0.0034,0.9917,0.0001,0.0047
11,37,1.0,relational,0,graph,graph,0.2946,1,1,0.0752,0.9205,0.0001,0.0041
12,37,1.0,relational,0,graph,graph,0.0635,0,1,0.0070,0.9899,0.0002,0.0030
13,37,1.0,contextual,0,attention_v2,attention_v2,1.0492,1,1,0.1900,0.3940,0.0002,0.4157
14,37,1.0,contextual,1,attention_v2,graph,0.9992,0,0,0.1376,0.4478,0.0002,0.4145
15,37,1.0,feature,1,mlp,graph,0.1934,1,0,0.0445,0.9541,0.0003,0.0012
16,37,1.0,feature,0,mlp,mlp,0.1643,1,1,0.9627,0.0363,0.0001,0.0009
17,37,1.0,contextual,0,attention_v2,attention_v2,1.0698,1,1,0.2218,0.3784,0.0002,0.3997
18,37,1.0,relational,1,graph,graph,0.1034,1,1,0.0137,0.9815,0.0001,0.0047
19,37,1.0,feature,1,mlp,graph,0.2016,1,0,0.0470,0.9515,0.0003,0.0012
20,37,1.0,feature,0,mlp,mlp,0.1711,1,1,0.9607,0.0382,0.0001,0.0010
21,37,1.0,contextual,0,attention_v2,graph,0.9905,1,0,0.1297,0.4385,0.0002,0.4316
22,37,1.0,feature,1,mlp,mlp,0.0505,1,1,0.9915,0.0081,0.0001,0.0003
23,37,1.0,feature,0,mlp,mlp,0.2145,1,1,0.9478,0.0503,0.0008,0.0011
24,37,1.0,feature,1,mlp,graph,0.1884,1,0,0.0427,0.9558,0.0003,0.0012
25,37,1.0,contextual,0,attention_v2,graph,1.0258,1,0,0.1631,0.4326,0.0002,0.4041
26,37,1.0,relational,1,graph,graph,0.0473,1,1,0.0007,0.9925,0.0002,0.0066
27,37,1.0,contextual,1,attention_v2,graph,0.8619,0,0,0.0520,0.4950,0.0002,0.4528
28,37,1.0,contextual,0,attention_v2,graph,0.9407,0,0,0.0939,0.4655,0.0002,0.4404
29,37,1.0,relational,0,graph,graph,0.3077,1,1,0.0815,0.9147,0.0002,0.0037
30,37,1.0,contextual,0,attention_v2,graph,1.0203,1,0,0.1575,0.4362,0.0002,0.4061
31,37,1.0,contextual,0,attention_v2,attention_v2,0.9370,1,1,0.0913,0.4507,0.0002,0.4578
32,37,1.0,feature,0,mlp,mlp,0.2225,1,1,0.9449,0.0533,0.0008,0.0011
33,37,1.0,relational,0,graph,graph,0.2437,1,1,0.0543,0.9405,0.0001,0.0050
34,37,1.0,contextual,1,attention_v2,attention_v2,1.0841,1,1,0.2503,0.3654,0.0002,0.3840
35,37,1.0,relational,1,graph,graph,0.1624,0,1,0.0306,0.9656,0.0001,0.0037
36,37,1.0,relational,1,graph,graph,0.0950,1,1,0.0137,0.9830,0.0002,0.0032
37,37,1.0,contextual,1,attention_v2,graph,0.9232,0,0,0.0832,0.4752,0.0002,0.4414
38,37,1.0,contextual,1,attention_v2,attention_v2,0.9632,1,1,0.1088,0.4366,0.0002,0.4544
39,37,1.0,contextual,1,attention_v2,attention_v2,0.9588,1,1,0.1060,0.4332,0.0002,0.4607
40,37,1.0,relational,0,graph,graph,0.1899,1,1,0.0371,0.9580,0.0001,0.0047
41,37,1.0,relational,1,graph,graph,0.2961,1,1,0.0797,0.9178,0.0002,0.0022
42,37,1.0,feature,1,mlp,mlp,0.0481,1,1,0.9920,0.0076,0.0001,0.0003
43,37,1.0,relational,0,graph,graph,0.2540,1,1,0.0610,0.9354,0.0001,0.0035
44,37,1.0,contextual,0,attention_v2,graph,1.0980,0,0,0.3447,0.3518,0.0002,0.3034
45,37,1.0,feature,0,mlp,mlp,0.1649,1,1,0.9624,0.0367,0.0001,0.0008
46,37,1.0,feature,0,mlp,mlp,0.1724,1,1,0.9603,0.0387,0.0001,0.0010
47,37,1.0,contextual,1,attention_v2,graph,1.0372,1,0,0.1753,0.4173,0.0002,0.4072
48,37,1.0,relational,1,graph,graph,0.1672,1,1,0.0296,0.9650,0.0001,0.0053
49,37,1.0,relational,0,graph,graph,0.0640,1,1,0.0048,0.9899,0.0001,0.0051
50,37,1.0,feature,1,mlp,mlp,0.0487,1,1,0.9919,0.0077,0.0001,0.0003
51,37,1.0,relational,1,graph,graph,0.3336,1,1,0.0856,0.9075,0.0001,0.0068
52,37,1.0,contextual,0,attention_v2,attention_v2,1.0521,1,1,0.1932,0.4007,0.0003,0.4059
53,37,1.0,feature,1,mlp,graph,0.1810,1,0,0.0401,0.9583,0.0003,0.0013
54,37,1.0,contextual,0,attention_v2,graph,0.8234,0,0,0.0371,0.5271,0.0002,0.4356
55,37,1.0,contextual,0,attention_v2,attention_v2,0.9880,1,1,0.1276,0.4349,0.0002,0.4373
56,37,1.0,feature,1,mlp,graph,0.1990,1,0,0.0464,0.9522,0.0003,0.0012
57,37,1.0,relational,1,graph,graph,0.2001,0,1,0.0430,0.9537,0.0002,0.0031
58,37,1.0,relational,1,graph,graph,0.1730,1,1,0.0353,0.9618,0.0002,0.0027
59,37,1.0,relational,0,graph,graph,0.1490,0,1,0.0262,0.9696,0.0001,0.0040
60,37,1.0,contextual,1,attention_v2,graph,1.0594,0,0,0.2039,0.4036,0.0002,0.3923
61,37,1.0,feature,1,mlp,mlp,0.0490,1,1,0.9918,0.0078,0.0001,0.0003
62,37,1.0,contextual,0,attention_v2,graph,0.9146,0,0,0.0782,0.4665,0.0002,0.4552
63,37,1.0,contextual,0,attention_v2,graph,1.0220,0,0,0.1584,0.4232,0.0002,0.4182
64,37,1.0,relational,1,graph,graph,0.0489,1,1,0.0038,0.9927,0.0002,0.0034
65,37,1.0,relational,0,graph,graph,0.0710,0,1,0.0054,0.9886,0.0001,0.0059
66,37,1.0,feature,1,mlp,mlp,0.0506,1,1,0.9915,0.0081,0.0001,0.0003
67,37,1.0,feature,1,mlp,mlp,0.0509,1,1,0.9914,0.0082,0.0001,0.0003
68,37,1.0,feature,0,mlp,mlp,0.2115,1,1,0.9486,0.0496,0.0007,0.0011
69,37,1.0,relational,1,graph,graph,0.2147,0,1,0.0474,0.9491,0.0002,0.0034
70,37,1.0,relational,0,graph,graph,0.0797,0,1,0.0109,0.9863,0.0002,0.0026
71,37,1.0,relational,0,graph,graph,0.1641,1,1,0.0296,0.9656,0.0001,0.0046
72,37,1.0,contextual,1,attention_v2,graph,1.0699,1,0,0.2226,0.4079,0.0002,0.3694
73,37,1.0,contextual,1,attention_v2,mlp,1.0923,0,0,0.3939,0.3070,0.0002,0.2989
74,37,1.0,contextual,1,attention_v2,graph,0.9850,1,0,0.1247,0.4437,0.0003,0.4314
75,37,1.0,contextual,0,attention_v2,graph,0.9677,1,0,0.1130,0.4662,0.0002,0.4207
76,37,1.0,feature,0,mlp,mlp,0.1704,1,1,0.9608,0.0381,0.0001,0.0009
77,37,1.0,feature,1,mlp,graph,0.2044,1,0,0.0481,0.9505,0.0003,0.0012
78,37,1.0,feature,1,mlp,graph,0.1952,1,0,0.0447,0.9537,0.0003,0.0013
79,37,1.0,feature,1,mlp,mlp,0.0491,1,1,0.9918,0.0078,0.0001,0.0003
80,37,1.0,relational,0,graph,graph,0.0990,0,1,0.0119,0.9826,0.0001,0.0054
81,37,1.0,feature,0,mlp,mlp,0.2163,1,1,0.9470,0.0512,0.0007,0.0011
82,37,1.0,contextual,1,attention_v2,graph,0.9923,0,0,0.1313,0.4356,0.0002,0.4330
83,37,1.0,contextual,1,attention_v2,graph,0.9654,0,0,0.1104,0.4496,0.0002,0.4399
84,37,1.0,relational,1,graph,graph,0.0501,1,1,0.0034,0.9925,0.0002,0.0039
85,37,1.0,contextual,0,attention_v2,graph,1.0895,1,0,0.2658,0.3787,0.0002,0.3553
86,37,1.0,feature,1,mlp,mlp,0.0511,1,1,0.9914,0.0082,0.0001,0.0003
87,37,1.0,relational,0,graph,graph,0.0659,1,1,0.0061,0.9895,0.0001,0.0043
88,37,1.0,feature,1,mlp,graph,0.2140,1,0,0.0513,0.9472,0.0003,0.0012
89,37,1.0,feature,1,mlp,graph,0.2012,1,0,0.0469,0.9516,0.0003,0.0013
90,37,1.0,relational,1,graph,graph,0.1701,0,1,0.0329,0.9633,0.0001,0.0037
91,37,1.0,contextual,1,attention_v2,graph,0.8614,1,0,0.0517,0.4965,0.0002,0.4515
92,37,1.0,feature,0,mlp,mlp,0.2204,1,1,0.9456,0.0525,0.0007,0.0011
93,37,1.0,relational,0,graph,graph,0.1328,1,1,0.0221,0.9739,0.0001,0.0039
94,37,1.0,feature,1,mlp,graph,0.2033,1,0,0.0474,0.9510,0.0003,0.0013
95,37,1.0,feature,1,mlp,graph,0.2150,1,0,0.0514,0.9470,0.0003,0.0013
96,37,1.0,contextual,0,attention_v2,attention_v2,1.0524,1,1,0.1950,0.3837,0.0002,0.4211
97,37,1.0,relational,0,graph,graph,0.2278,1,1,0.0534,0.9439,0.0002,0.0026
98,37,1.0,relational,0,graph,graph,0.0875,1,1,0.0099,0.9851,0.0001,0.0049
99,37,1.0,relational,0,graph,graph,0.0878,1,1,0.0109,0.9849,0.0001,0.0041
100,37,1.0,relational,1,graph,graph,0.0681,1,1,0.0069,0.9891,0.0001,0.0039
101,37,1.0,relational,0,graph,graph,0.0652,1,1,0.0069,0.9896,0.0001,0.0034
102,37,1.0,relational,1,graph,graph,0.4008,0,1,0.1254,0.8711,0.0002,0.0033
103,37,1.0,contextual,1,attention_v2,attention_v2,0.9940,1,1,0.1324,0.4323,0.0002,0.4350
104,37,1.0,contextual,0,attention_v2,graph,1.0578,0,0,0.2011,0.4056,0.0003,0.3930
105,37,1.0,feature,0,mlp,mlp,0.1716,1,1,0.9604,0.0386,0.0001,0.0009
106,37,1.0,feature,1,mlp,graph,0.1977,1,0,0.0457,0.9528,0.0003,0.0013
107,37,1.0,contextual,0,attention_v2,graph,1.0611,1,0,0.2068,0.4041,0.0002,0.3888
108,37,1.0,contextual,1,attention_v2,graph,0.9306,0,0,0.0878,0.4704,0.0002,0.4417
109,37,1.0,relational,1,graph,graph,0.0578,1,1,0.0042,0.9911,0.0001,0.0046
110,37,1.0,contextual,0,attention_v2,graph,0.9526,1,0,0.1013,0.4522,0.0002,0.4463
111,37,1.0,contextual,0,attention_v2,graph,0.9903,1,0,0.1297,0.4448,0.0002,0.4254
112,37,1.0,feature,0,mlp,mlp,0.1565,1,1,0.9650,0.0340,0.0001,0.0009
113,37,1.0,contextual,0,attention_v2,graph,1.0860,1,0,0.2598,0.3919,0.0002,0.3482
114,37,1.0,relational,1,graph,graph,0.1970,0,1,0.0415,0.9549,0.0001,0.0034
115,37,1.0,relational,1,graph,graph,0.0419,1,1,0.0024,0.9939,0.0002,0.0035
116,37,1.0,contextual,1,attention_v2,attention_v2,0.9225,1,1,0.0826,0.4579,0.0002,0.4594
117,37,1.0,feature,0,mlp,mlp,0.1610,1,1,0.9636,0.0354,0.0001,0.0008
118,37,1.0,contextual,0,attention_v2,mlp,1.0496,1,0,0.4851,0.2761,0.0002,0.2386
119,37,1.0,contextual,0,attention_v2,mlp,1.0810,1,0,0.4266,0.2779,0.0002,0.2953
120,37,1.0,relational,1,graph,graph,0.1406,0,1,0.0245,0.9717,0.0001,0.0037
121,37,1.0,relational,0,graph,graph,0.0673,0,1,0.0071,0.9892,0.0001,0.0036
122,37,1.0,contextual,1,attention_v2,attention_v2,0.9552,1,1,0.1033,0.4439,0.0002,0.4527
123,37,1.0,feature,1,mlp,graph,0.2082,1,0,0.0492,0.9493,0.0003,0.0013
124,37,1.0,contextual,1,attention_v2,attention_v2,0.9578,1,1,0.1052,0.4365,0.0002,0.4581
125,37,1.0,contextual,0,attention_v2,attention_v2,0.9681,1,1,0.1123,0.4360,0.0002,0.4515
126,37,1.0,relational,0,graph,graph,0.1223,1,1,0.0205,0.9763,0.0002,0.0031
127,37,1.0,relational,0,graph,graph,0.1445,1,1,0.0249,0.9709,0.0001,0.0041
128,37,1.0,feature,0,mlp,mlp,0.1553,1,1,0.9653,0.0338,0.0001,0.0008
129,37,1.0,relational,1,graph,graph,0.1847,1,1,0.0364,0.9593,0.0001,0.0042
130,37,1.0,contextual,0,attention_v2,graph,1.0925,1,0,0.2801,0.3790,0.0002,0.3407
131,37,1.0,relational,1,graph,graph,0.1928,1,1,0.0383,0.9570,0.0001,0.0046
132,37,1.0,contextual,0,attention_v2,attention_v2,1.0981,1,1,0.3181,0.3167,0.0002,0.3650
133,37,1.0,feature,1,mlp,mlp,0.0486,1,1,0.9919,0.0077,0.0001,0.0003
134,37,1.0,relational,0,graph,graph,0.1724,1,1,0.0334,0.9627,0.0001,0.0038
135,37,1.0,contextual,1,attention_v2,attention_v2,1.0291,1,1,0.1662,0.4096,0.0002,0.4240
136,37,1.0,contextual,0,attention_v2,graph,1.0546,0,0,0.1975,0.4053,0.0002,0.3970
137,37,1.0,relational,0,graph,graph,0.4796,1,1,0.1677,0.8280,0.0002,0.0041
138,37,1.0,contextual,0,attention_v2,attention_v2,1.0614,1,1,0.2072,0.3900,0.0002,0.4025
139,37,1.0,relational,0,graph,graph,0.1581,1,1,0.0290,0.9670,0.0001,0.0039
140,37,1.0,contextual,0,attention_v2,attention_v2,0.9652,1,1,0.1102,0.4415,0.0002,0.4481
141,37,1.0,relational,1,graph,graph,0.0548,1,1,0.0025,0.9915,0.0001,0.0058
142,37,1.0,feature,1,mlp,mlp,0.0473,1,1,0.9922,0.0075,0.0001,0.0003
143,37,1.0,contextual,0,attention_v2,graph,0.9977,1,0,0.1353,0.4340,0.0002,0.4305
144,37,1.0,feature,0,mlp,mlp,0.1614,1,1,0.9635,0.0355,0.0001,0.0009
145,37,1.0,feature,0,mlp,mlp,0.2123,1,1,0.9483,0.0499,0.0008,0.0010
146,37,1.0,feature,0,mlp,mlp,0.1588,1,1,0.9644,0.0346,0.0001,0.0009
147,37,1.0,contextual,0,attention_v2,attention_v2,0.9559,1,1,0.1039,0.4365,0.0002,0.4595
148,37,1.0,feature,0,mlp,mlp,0.2241,1,1,0.9444,0.0538,0.0008,0.0011
149,37,1.0,feature,1,mlp,graph,0.1985,1,0,0.0461,0.9524,0.0003,0.0012
150,37,1.0,contextual,0,attention_v2,attention_v2,1.0028,1,1,0.1402,0.4235,0.0002,0.4361
151,37,1.0,relational,0,graph,graph,0.0943,1,1,0.0119,0.9835,0.0001,0.0045
152,37,1.0,contextual,1,attention_v2,attention_v2,1.0961,1,1,0.2913,0.3537,0.0002,0.3548
153,37,1.0,contextual,1,attention_v2,graph,1.0897,1,0,0.2688,0.3801,0.0002,0.3509
154,37,1.0,contextual,1,attention_v2,attention_v2,1.0774,1,1,0.2355,0.3703,0.0002,0.3939
155,37,1.0,contextual,0,attention_v2,graph,0.8543,1,0,0.0490,0.5062,0.0002,0.4446
156,37,1.0,feature,1,mlp,graph,0.2070,1,0,0.0488,0.9497,0.0003,0.0013
157,37,1.0,feature,0,mlp,mlp,0.1672,1,1,0.9618,0.0371,0.0001,0.0010
158,37,1.0,contextual,0,attention_v2,attention_v2,0.9701,1,1,0.1141,0.4237,0.0002,0.4619
159,37,1.0,relational,0,graph,graph,0.4044,1,1,0.1228,0.8721,0.0001,0.0050
160,37,1.0,contextual,0,attention_v2,graph,1.0237,1,0,0.1604,0.4222,0.0002,0.4173
161,37,1.0,contextual,0,attention_v2,graph,0.8324,1,0,0.0425,0.5434,0.0002,0.4139
162,37,1.0,contextual,0,attention_v2,graph,0.9427,1,0,0.0953,0.4651,0.0002,0.4395
163,37,1.0,relational,0,graph,graph,0.3331,0,1,0.0885,0.9060,0.0001,0.0054
164,37,1.0,feature,0,mlp,mlp,0.1612,1,1,0.9636,0.0354,0.0001,0.0009
165,37,1.0,feature,1,mlp,mlp,0.0516,1,1,0.9913,0.0083,0.0001,0.0003
166,37,1.0,relational,0,graph,graph,0.4041,0,1,0.1235,0.8717,0.0001,0.0046
167,37,1.0,feature,0,mlp,mlp,0.2139,1,1,0.9478,0.0504,0.0008,0.0010
168,37,1.0,feature,0,mlp,mlp,0.1653,1,1,0.9624,0.0365,0.0001,0.0010
169,37,1.0,relational,0,graph,graph,0.0650,0,1,0.0048,0.9897,0.0001,0.0053
170,37,1.0,relational,1,graph,graph,0.1177,1,1,0.0186,0.9777,0.0001,0.0036
171,37,1.0,contextual,0,attention_v2,graph,1.0247,1,0,0.1615,0.4255,0.0002,0.4128
172,37,1.0,relational,1,graph,graph,0.0871,1,1,0.0109,0.9850,0.0001,0.0039
173,37,1.0,feature,0,mlp,mlp,0.2285,1,1,0.9428,0.0554,0.0007,0.0011
174,37,1.0,relational,1,graph,graph,0.0889,1,1,0.0119,0.9845,0.0001,0.0034
175,37,1.0,relational,1,graph,graph,0.0939,1,1,0.0131,0.9834,0.0002,0.0034
176,37,1.0,relational,0,graph,graph,0.6478,1,1,0.3128,0.6829,0.0001,0.0041
177,37,1.0,feature,1,mlp,graph,0.2045,1,0,0.0479,0.9505,0.0003,0.0012
178,37,1.0,feature,1,mlp,mlp,0.0516,1,1,0.9913,0.0083,0.0001,0.0003
179,37,1.0,feature,1,mlp,mlp,0.0533,1,1,0.9910,0.0086,0.0001,0.0003
180,37,1.0,contextual,0,attention_v2,graph,1.0995,0,0,0.3361,0.3482,0.0002,0.3154
181,37,1.0,contextual,0,attention_v2,attention_v2,1.0316,1,1,0.1693,0.4006,0.0002,0.4299
182,37,1.0,contextual,1,attention_v2,graph,0.9193,0,0,0.0812,0.4780,0.0002,0.4407
183,37,1.0,contextual,0,attention_v2,graph,1.0927,1,0,0.2771,0.3651,0.0002,0.3576
184,37,1.0,relational,1,graph,graph,0.2495,1,1,0.0547,0.9392,0.0001,0.0060
185,37,1.0,contextual,1,attention_v2,attention_v2,0.9814,1,1,0.1225,0.4283,0.0002,0.4491
186,37,1.0,relational,0,graph,graph,0.1933,1,1,0.0380,0.9570,0.0001,0.0049
187,37,1.0,relational,0,graph,graph,0.1099,1,1,0.0171,0.9795,0.0002,0.0033
188,37,1.0,feature,1,mlp,mlp,0.0514,1,1,0.9914,0.0082,0.0001,0.0003
189,37,1.0,contextual,0,attention_v2,graph,1.0831,1,0,0.2459,0.3849,0.0003,0.3688
190,37,1.0,relational,0,graph,graph,0.0589,1,1,0.0046,0.9909,0.0001,0.0044
191,37,1.0,contextual,0,attention_v2,graph,1.0040,0,0,0.1415,0.4354,0.0002,0.4229
192,37,1.0,relational,0,graph,graph,0.1762,1,1,0.0352,0.9613,0.0002,0.0033
193,37,1.0,feature,1,mlp,mlp,0.0503,1,1,0.9916,0.0080,0.0001,0.0003
194,37,1.0,relational,0,graph,graph,0.0643,0,1,0.0067,0.9898,0.0002,0.0034
195,37,1.0,feature,1,mlp,mlp,0.0500,1,1,0.9916,0.0080,0.0001,0.0003
196,37,1.0,contextual,1,attention_v2,attention_v2,1.0091,1,1,0.1460,0.4167,0.0002,0.4371
197,37,1.0,contextual,0,attention_v2,graph,1.0983,1,0,0.3010,0.3499,0.0003,0.3488
198,37,1.0,feature,0,mlp,mlp,0.1565,1,1,0.9650,0.0341,0.0001,0.0009
199,37,1.0,contextual,0,attention_v2,attention_v2,1.0275,1,1,0.1643,0.4112,0.0002,0.4244
200,37,1.0,feature,0,mlp,mlp,0.2108,1,1,0.9489,0.0493,0.0007,0.0011
201,37,1.0,feature,0,mlp,mlp,0.2147,1,1,0.9476,0.0506,0.0007,0.0011
202,37,1.0,relational,0,graph,graph,0.1008,1,1,0.0141,0.9819,0.0001,0.0039
203,37,1.0,contextual,0,attention_v2,graph,0.8348,0,0,0.0415,0.5228,0.0002,0.4355
204,37,1.0,feature,0,mlp,mlp,0.1704,1,1,0.9609,0.0381,0.0001,0.0010
205,37,1.0,relational,0,graph,graph,0.2097,0,1,0.0413,0.9526,0.0001,0.0060
206,37,1.0,contextual,1,attention_v2,graph,1.0292,1,0,0.1652,0.4235,0.0003,0.4110
207,37,1.0,relational,0,graph,graph,0.3637,1,1,0.1057,0.8903,0.0001,0.0039
208,37,1.0,relational,1,graph,graph,0.3250,1,1,0.0855,0.9092,0.0001,0.0051
209,37,1.0,relational,0,graph,graph,0.0909,1,1,0.0118,0.9842,0.0001,0.0039
210,37,1.0,feature,0,mlp,mlp,0.2113,1,1,0.9486,0.0496,0.0007,0.0010
211,37,1.0,relational,0,graph,graph,0.1068,0,1,0.0160,0.9803,0.0001,0.0035
212,37,1.0,feature,0,mlp,mlp,0.2209,1,1,0.9456,0.0525,0.0008,0.0012
213,37,1.0,relational,1,graph,graph,0.0569,1,1,0.0031,0.9912,0.0001,0.0056
214,37,1.0,feature,0,mlp,mlp,0.2157,1,1,0.9470,0.0513,0.0007,0.0010
215,37,1.0,feature,1,mlp,mlp,0.0505,1,1,0.9915,0.0081,0.0001,0.0003
216,37,1.0,relational,0,graph,graph,0.1735,1,1,0.0334,0.9625,0.0001,0.0040
217,37,1.0,feature,0,mlp,mlp,0.1659,1,1,0.9622,0.0368,0.0001,0.0009
218,37,1.0,contextual,0,attention_v2,attention_v2,0.9286,1,1,0.0862,0.4561,0.0002,0.4576
219,37,1.0,contextual,1,attention_v2,graph,0.9326,0,0,0.0897,0.4827,0.0002,0.4274
220,37,1.0,contextual,1,attention_v2,graph,1.0726,0,0,0.2269,0.3972,0.0002,0.3758
221,37,1.0,contextual,0,attention_v2,graph,1.0399,0,0,0.1777,0.4112,0.0002,0.4108
222,37,1.0,relational,0,graph,graph,0.3448,1,1,0.0946,0.9003,0.0001,0.0049
223,37,1.0,relational,0,graph,graph,0.1308,1,1,0.0217,0.9744,0.0001,0.0038
224,37,1.0,relational,1,graph,graph,0.0467,1,1,0.0031,0.9931,0.0002,0.0036
225,37,1.0,contextual,0,attention_v2,attention_v2,1.0317,1,1,0.1700,0.3934,0.0002,0.4365
226,37,1.0,relational,0,graph,graph,0.2121,1,1,0.0458,0.9503,0.0001,0.0038
