sample_id,seed,task_family,target,oracle_expert,random_expert,learned_expert,learned_entropy,mlp_pred,graph_pred,attention_v1_pred,attention_v2_pred,learned_pred,oracle_pred,is_correct,route_matches_oracle
243,23,relational,1,graph,attention_v2,graph,0.2348,0,1,1,1,1,1,1,1
244,23,feature,1,mlp,attention_v2,mlp,0.3852,1,1,0,0,1,1,1,1
245,23,relational,1,graph,attention_v2,graph,0.4895,0,1,1,1,1,1,1,1
246,23,relational,1,graph,attention,graph,0.3610,0,1,0,1,1,1,1,1
247,23,relational,0,graph,attention,graph,0.2087,0,0,0,0,0,0,1,1
248,23,relational,1,graph,mlp,graph,0.5131,0,0,1,1,0,0,0,1
249,23,relational,1,graph,graph,graph,0.1177,0,1,1,0,1,1,1,1
250,23,contextual,0,attention_v2,graph,attention_v2,0.0585,0,0,0,0,0,0,1,1
251,23,relational,0,graph,mlp,graph,0.4009,0,0,1,0,0,0,1,1
252,23,feature,0,mlp,mlp,mlp,0.3566,0,1,1,0,0,0,1,1
253,23,relational,1,graph,attention_v2,graph,0.2716,0,1,0,0,1,1,1,1
254,23,relational,0,graph,graph,graph,0.5396,0,0,0,0,0,0,1,1
255,23,relational,1,graph,attention,graph,0.4584,0,0,0,0,0,0,0,1
256,23,feature,1,mlp,attention,mlp,0.3962,1,1,0,0,1,1,1,1
257,23,relational,1,graph,graph,graph,0.5582,0,0,1,1,0,0,0,1
258,23,contextual,0,attention_v2,mlp,attention_v2,0.0397,0,0,0,0,0,0,1,1
259,23,contextual,1,attention_v2,mlp,attention_v2,0.0472,0,0,1,1,1,1,1,1
260,23,feature,1,mlp,attention,mlp,0.2343,1,1,1,1,1,1,1,1
261,23,contextual,1,attention_v2,mlp,attention_v2,0.0374,0,0,1,1,1,1,1,1
262,23,contextual,1,attention_v2,attention_v2,attention_v2,0.0511,0,1,1,1,1,1,1,1
263,23,feature,0,mlp,mlp,mlp,0.3766,0,1,1,0,0,0,1,1
264,23,feature,1,mlp,graph,mlp,0.3738,1,1,0,0,1,1,1,1
265,23,contextual,1,attention_v2,graph,attention_v2,0.0388,0,0,1,1,1,1,1,1
266,23,feature,0,mlp,attention,mlp,0.2565,0,1,0,0,0,0,1,1
267,23,contextual,1,attention_v2,attention,attention_v2,0.0514,0,1,1,1,1,1,1,1
268,23,relational,1,graph,attention,graph,0.4970,0,1,0,1,1,1,1,1
269,23,relational,0,graph,mlp,graph,0.5399,0,0,1,0,0,0,1,1
270,23,contextual,0,attention_v2,attention,attention_v2,0.0445,0,0,1,0,0,0,1,1
271,23,relational,0,graph,mlp,graph,0.2531,0,0,1,1,0,0,1,1
272,23,relational,0,graph,attention_v2,graph,0.5228,0,0,1,0,0,0,1,1
273,23,contextual,1,attention_v2,graph,attention_v2,0.0290,0,1,1,1,1,1,1,1
274,23,feature,1,mlp,graph,mlp,0.2389,1,1,1,1,1,1,1,1
275,23,relational,1,graph,graph,graph,0.4173,0,1,0,0,1,1,1,1
276,23,relational,0,graph,graph,graph,0.2777,0,0,0,0,0,0,1,1
277,23,feature,1,mlp,graph,mlp,0.3999,1,1,0,0,1,1,1,1
278,23,relational,0,graph,mlp,graph,0.2362,0,1,0,0,1,1,0,1
279,23,feature,1,mlp,mlp,mlp,0.3972,1,1,0,0,1,1,1,1
280,23,relational,1,graph,attention,graph,0.2531,0,1,1,1,1,1,1,1
281,23,feature,0,mlp,attention_v2,mlp,0.3692,0,1,1,1,0,0,1,1
282,23,relational,1,graph,attention_v2,graph,0.4280,0,1,0,0,1,1,1,1
283,23,relational,1,graph,attention,graph,0.4133,0,0,1,1,0,0,0,1
284,23,feature,0,mlp,attention_v2,mlp,0.3568,0,1,1,1,0,0,1,1
285,23,contextual,1,attention_v2,attention,attention_v2,0.0365,0,0,0,1,1,1,1,1
286,23,feature,0,mlp,attention_v2,mlp,0.2590,0,1,0,0,0,0,1,1
287,23,feature,1,mlp,mlp,mlp,0.3892,1,1,0,0,1,1,1,1
288,23,relational,1,graph,graph,graph,0.7301,0,0,0,0,0,0,0,1
289,23,relational,0,graph,graph,graph,0.1526,0,1,0,0,1,1,0,1
290,23,feature,1,mlp,attention_v2,mlp,0.2318,1,1,1,1,1,1,1,1
291,23,relational,0,graph,mlp,graph,0.5742,0,0,1,0,0,0,1,1
292,23,relational,1,graph,graph,graph,0.1785,0,1,1,0,1,1,1,1
293,23,feature,0,mlp,graph,mlp,0.2448,0,1,0,0,0,0,1,1
294,23,relational,0,graph,graph,graph,0.2664,0,0,0,1,0,0,1,1
295,23,relational,1,graph,attention_v2,graph,0.6738,0,0,0,0,0,0,0,1
296,23,contextual,0,attention_v2,attention,attention_v2,0.0410,0,1,1,0,0,0,1,1
297,23,relational,1,graph,graph,graph,0.4196,0,0,1,1,0,0,0,1
298,23,feature,1,mlp,graph,mlp,0.2296,1,1,1,1,1,1,1,1
299,23,contextual,0,attention_v2,attention,attention_v2,0.0860,0,1,1,0,0,0,1,1
300,23,relational,1,graph,mlp,graph,0.5753,0,0,0,0,0,0,0,1
301,23,relational,1,graph,attention_v2,graph,0.4831,0,0,0,1,0,0,0,1
302,23,contextual,1,attention_v2,attention,attention_v2,0.0270,0,0,1,1,1,1,1,1
303,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0446,0,0,1,0,0,0,1,1
304,23,contextual,1,attention_v2,mlp,attention_v2,0.0486,0,0,0,1,1,1,1,1
305,23,feature,0,mlp,attention,mlp,0.3688,0,1,1,0,0,0,1,1
306,23,contextual,1,attention_v2,attention,attention_v2,0.0367,0,1,1,1,1,1,1,1
307,23,contextual,0,attention_v2,graph,attention_v2,0.0635,0,1,1,0,0,0,1,1
308,23,contextual,1,attention_v2,graph,attention_v2,0.0487,0,0,1,1,1,1,1,1
309,23,contextual,0,attention_v2,mlp,attention_v2,0.0456,0,0,0,0,0,0,1,1
310,23,relational,0,graph,graph,graph,0.4122,0,0,0,0,0,0,1,1
311,23,contextual,1,attention_v2,graph,attention_v2,0.0612,0,0,0,1,1,1,1,1
312,23,relational,0,graph,mlp,graph,0.4558,0,0,1,1,0,0,1,1
313,23,relational,1,graph,mlp,graph,0.6960,0,1,1,1,1,1,1,1
314,23,feature,0,mlp,mlp,mlp,0.3560,0,1,1,1,0,0,1,1
315,23,relational,0,graph,attention_v2,graph,0.3158,0,0,1,0,0,0,1,1
316,23,feature,1,mlp,mlp,mlp,0.3806,1,1,0,0,1,1,1,1
317,23,relational,1,graph,graph,graph,0.2633,0,0,0,0,0,0,0,1
318,23,feature,1,mlp,graph,mlp,0.4023,1,1,0,0,1,1,1,1
319,23,feature,1,mlp,attention_v2,mlp,0.2349,1,1,1,1,1,1,1,1
320,23,feature,0,mlp,mlp,mlp,0.3678,0,1,1,1,0,0,1,1
321,23,contextual,1,attention_v2,attention_v2,attention_v2,0.1117,0,0,1,1,1,1,1,1
322,23,relational,1,graph,graph,graph,0.5541,0,1,1,1,1,1,1,1
323,23,contextual,0,attention_v2,mlp,attention_v2,0.0530,0,1,1,0,0,0,1,1
324,23,contextual,1,attention_v2,attention,attention_v2,0.0399,0,0,0,1,1,1,1,1
325,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0580,0,0,0,0,0,0,1,1
326,23,contextual,0,attention_v2,graph,attention_v2,0.0649,0,0,0,0,0,0,1,1
327,23,feature,1,mlp,mlp,mlp,0.2318,1,1,1,1,1,1,1,1
328,23,contextual,1,attention_v2,attention,attention_v2,0.0813,0,0,0,1,1,1,1,1
329,23,contextual,1,attention_v2,mlp,attention_v2,0.0527,0,0,0,1,1,1,1,1
330,23,relational,0,graph,graph,mlp,0.7891,0,0,1,0,0,0,1,0
331,23,feature,0,mlp,graph,mlp,0.2516,0,1,0,0,0,0,1,1
332,23,relational,0,graph,graph,graph,0.3427,0,0,1,0,0,0,1,1
333,23,relational,1,graph,attention,graph,0.5941,0,1,1,0,1,1,1,1
334,23,feature,1,mlp,attention,mlp,0.3872,1,1,0,0,1,1,1,1
335,23,contextual,1,attention_v2,attention_v2,attention_v2,0.0462,0,0,0,1,1,1,1,1
336,23,feature,1,mlp,mlp,mlp,0.2427,1,1,1,1,1,1,1,1
337,23,relational,1,graph,mlp,graph,0.6590,0,1,0,0,1,1,1,1
338,23,contextual,1,attention_v2,graph,attention_v2,0.0368,0,0,0,1,1,1,1,1
339,23,relational,0,graph,mlp,graph,0.5329,0,0,1,1,0,0,1,1
340,23,contextual,0,attention_v2,attention,attention_v2,0.0795,0,0,0,0,0,0,1,1
341,23,feature,0,mlp,attention_v2,mlp,0.2477,0,1,0,0,0,0,1,1
342,23,relational,1,graph,attention_v2,graph,0.7093,0,0,1,1,0,0,0,1
343,23,relational,1,graph,attention_v2,graph,0.5782,0,0,0,1,0,0,0,1
344,23,feature,1,mlp,attention,mlp,0.3888,1,1,0,0,1,1,1,1
345,23,relational,0,graph,attention,graph,0.3629,0,0,1,1,0,0,1,1
346,23,feature,0,mlp,attention,mlp,0.2583,0,1,0,0,0,0,1,1
347,23,relational,1,graph,attention_v2,graph,0.4674,0,0,0,0,0,0,0,1
348,23,feature,0,mlp,attention,mlp,0.3575,0,1,1,1,0,0,1,1
349,23,contextual,1,attention_v2,attention_v2,attention_v2,0.0685,0,0,1,1,1,1,1,1
350,23,feature,0,mlp,graph,mlp,0.3491,0,0,1,1,0,0,1,1
351,23,contextual,1,attention_v2,graph,attention_v2,0.0377,0,1,1,1,1,1,1,1
352,23,relational,1,graph,mlp,graph,0.5746,0,0,0,0,0,0,0,1
353,23,feature,0,mlp,attention_v2,mlp,0.2537,0,1,0,0,0,0,1,1
354,23,feature,1,mlp,attention,mlp,0.3922,1,1,0,0,1,1,1,1
355,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0270,0,0,0,0,0,0,1,1
356,23,contextual,1,attention_v2,attention_v2,attention_v2,0.0550,0,1,1,1,1,1,1,1
357,23,relational,1,graph,graph,graph,0.6271,0,0,0,0,0,0,0,1
358,23,relational,1,graph,graph,graph,0.3719,0,1,1,0,1,1,1,1
359,23,relational,0,graph,graph,graph,0.3866,0,0,1,0,0,0,1,1
360,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0798,0,1,1,0,0,0,1,1
361,23,relational,0,graph,mlp,graph,0.3645,0,0,0,0,0,0,1,1
362,23,relational,1,graph,attention_v2,graph,0.5400,0,1,1,1,1,1,1,1
363,23,relational,0,graph,graph,graph,0.7195,0,0,1,1,0,0,1,1
364,23,feature,1,mlp,attention,mlp,0.3798,1,1,0,0,1,1,1,1
365,23,feature,1,mlp,graph,mlp,0.2424,1,1,1,1,1,1,1,1
366,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0384,0,0,0,0,0,0,1,1
367,23,feature,0,mlp,attention,mlp,0.2509,0,1,0,0,0,0,1,1
368,23,feature,0,mlp,mlp,mlp,0.2453,0,1,0,0,0,0,1,1
369,23,relational,0,graph,attention,graph,0.3546,0,0,1,1,0,0,1,1
370,23,contextual,1,attention_v2,attention,attention_v2,0.0600,0,0,1,1,1,1,1,1
371,23,relational,1,graph,attention_v2,graph,0.3471,0,1,1,0,1,1,1,1
372,23,contextual,0,attention_v2,graph,attention_v2,0.0693,0,0,1,0,0,0,1,1
373,23,feature,1,mlp,attention,mlp,0.2186,1,1,1,1,1,1,1,1
374,23,feature,0,mlp,attention,mlp,0.3765,0,1,1,0,0,0,1,1
375,23,feature,0,mlp,attention_v2,mlp,0.2540,0,1,0,0,0,0,1,1
376,23,contextual,1,attention_v2,attention_v2,attention_v2,0.0460,0,0,0,1,1,1,1,1
377,23,relational,0,graph,mlp,graph,0.4686,0,1,1,1,1,1,0,1
378,23,feature,0,mlp,graph,mlp,0.3442,0,1,1,1,0,0,1,1
379,23,feature,1,mlp,mlp,mlp,0.2380,1,1,1,1,1,1,1,1
380,23,feature,0,mlp,graph,mlp,0.3457,0,1,1,1,0,0,1,1
381,23,contextual,1,attention_v2,mlp,attention_v2,0.0446,0,0,0,1,1,1,1,1
382,23,contextual,0,attention_v2,mlp,attention_v2,0.0426,0,1,1,0,0,0,1,1
383,23,relational,0,graph,graph,graph,0.3059,0,0,1,0,0,0,1,1
384,23,contextual,1,attention_v2,graph,attention_v2,0.0619,0,0,1,1,1,1,1,1
385,23,feature,1,mlp,graph,mlp,0.3909,1,1,0,0,1,1,1,1
386,23,contextual,0,attention_v2,mlp,attention_v2,0.0412,0,0,1,0,0,0,1,1
387,23,relational,0,graph,attention,graph,0.5545,0,0,1,1,0,0,1,1
388,23,contextual,0,attention_v2,mlp,attention_v2,0.0359,0,0,1,0,0,0,1,1
389,23,feature,0,mlp,attention,mlp,0.3609,0,1,1,0,0,0,1,1
390,23,feature,1,mlp,graph,mlp,0.2215,1,1,1,1,1,1,1,1
391,23,relational,1,graph,attention_v2,graph,0.3549,0,1,1,1,1,1,1,1
392,23,relational,1,graph,attention,graph,0.4282,0,1,1,0,1,1,1,1
393,23,contextual,0,attention_v2,graph,attention_v2,0.0524,0,0,0,0,0,0,1,1
394,23,contextual,0,attention_v2,graph,attention_v2,0.0585,0,1,1,0,0,0,1,1
395,23,feature,1,mlp,attention,mlp,0.3839,1,1,0,0,1,1,1,1
396,23,feature,1,mlp,graph,mlp,0.2275,1,1,1,1,1,1,1,1
397,23,contextual,1,attention_v2,graph,attention_v2,0.0699,0,0,0,1,1,1,1,1
398,23,relational,1,graph,graph,graph,0.5096,0,1,1,1,1,1,1,1
399,23,contextual,0,attention_v2,mlp,attention_v2,0.0425,0,0,0,0,0,0,1,1
400,23,relational,0,graph,attention_v2,graph,0.5375,0,0,1,1,0,0,1,1
401,23,contextual,1,attention_v2,mlp,attention_v2,0.0429,0,1,1,1,1,1,1,1
402,23,contextual,0,attention_v2,mlp,attention_v2,0.0352,0,0,1,0,0,0,1,1
403,23,contextual,1,attention_v2,graph,attention_v2,0.0604,0,0,1,1,1,1,1,1
404,23,contextual,0,attention_v2,graph,attention_v2,0.0408,0,0,0,0,0,0,1,1
405,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0529,0,1,1,0,0,0,1,1
406,23,contextual,0,attention_v2,attention,attention_v2,0.0461,0,0,0,1,1,1,0,1
407,23,relational,0,graph,mlp,graph,0.6295,0,1,1,1,1,1,0,1
408,23,relational,0,graph,graph,graph,0.7142,0,0,0,1,0,0,1,1
409,23,feature,0,mlp,mlp,mlp,0.2678,0,1,0,0,0,0,1,1
410,23,contextual,0,attention_v2,mlp,attention_v2,0.0915,1,1,1,0,0,0,1,1
411,23,contextual,0,attention_v2,mlp,attention_v2,0.0528,0,0,1,0,0,0,1,1
412,23,relational,1,graph,attention,graph,0.3349,0,0,0,0,0,0,0,1
413,23,feature,1,mlp,attention,mlp,0.4103,1,1,0,0,1,1,1,1
414,23,relational,1,graph,attention,graph,0.2746,0,1,0,0,1,1,1,1
415,23,feature,0,mlp,mlp,mlp,0.3703,0,1,1,1,0,0,1,1
416,23,contextual,1,attention_v2,mlp,attention_v2,0.0339,0,0,0,1,1,1,1,1
417,23,feature,0,mlp,attention_v2,mlp,0.3703,0,1,1,1,0,0,1,1
418,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0330,0,0,0,0,0,0,1,1
419,23,feature,1,mlp,attention,mlp,0.2439,1,1,1,1,1,1,1,1
420,23,contextual,0,attention_v2,mlp,attention_v2,0.0447,0,0,0,0,0,0,1,1
421,23,contextual,1,attention_v2,mlp,attention_v2,0.0604,0,0,0,1,1,1,1,1
422,23,feature,1,mlp,mlp,mlp,0.3779,1,1,0,0,1,1,1,1
423,23,relational,1,graph,attention_v2,graph,0.7206,0,1,1,0,1,1,1,1
424,23,feature,0,mlp,attention,mlp,0.3448,0,1,1,1,0,0,1,1
425,23,feature,0,mlp,mlp,mlp,0.3684,0,1,1,1,0,0,1,1
426,23,feature,0,mlp,attention,mlp,0.2691,0,1,0,0,0,0,1,1
427,23,contextual,1,attention_v2,graph,attention_v2,0.0547,0,1,1,1,1,1,1,1
428,23,feature,1,mlp,graph,mlp,0.4174,1,1,0,0,1,1,1,1
429,23,feature,0,mlp,graph,mlp,0.3656,0,1,1,0,0,0,1,1
430,23,relational,1,graph,graph,graph,0.5640,0,0,1,1,0,0,0,1
431,23,relational,0,graph,mlp,graph,0.5665,0,1,1,1,1,1,0,1
432,23,relational,1,graph,attention,graph,0.7616,0,0,0,0,0,0,0,1
433,23,relational,0,graph,mlp,graph,0.7913,0,0,1,1,0,0,1,1
434,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0770,0,1,0,0,0,0,1,1
435,23,feature,0,mlp,graph,mlp,0.3490,0,1,1,1,0,0,1,1
436,23,feature,1,mlp,attention,mlp,0.3983,1,1,0,0,1,1,1,1
437,23,feature,0,mlp,attention_v2,mlp,0.2548,0,1,0,0,0,0,1,1
438,23,feature,0,mlp,graph,mlp,0.3657,0,1,1,1,0,0,1,1
439,23,feature,1,mlp,attention_v2,mlp,0.3908,1,1,0,0,1,1,1,1
440,23,relational,1,graph,attention,graph,0.2008,0,1,1,1,1,1,1,1
441,23,relational,1,graph,mlp,graph,0.6222,0,0,0,0,0,0,0,1
442,23,relational,0,graph,graph,graph,0.4605,0,1,1,0,1,1,0,1
443,23,relational,1,graph,attention,graph,0.3805,0,1,1,1,1,1,1,1
444,23,feature,1,mlp,mlp,mlp,0.2292,1,1,1,1,1,1,1,1
445,23,contextual,1,attention_v2,graph,attention_v2,0.0349,0,0,1,1,1,1,1,1
446,23,contextual,0,attention_v2,mlp,attention_v2,0.0671,0,1,1,0,0,0,1,1
447,23,relational,1,graph,graph,graph,0.4923,0,0,1,1,0,0,0,1
448,23,relational,1,graph,attention_v2,graph,0.3245,0,0,1,0,0,0,0,1
449,23,contextual,0,attention_v2,attention,attention_v2,0.0713,0,1,1,0,0,0,1,1
450,23,feature,0,mlp,mlp,mlp,0.3611,0,1,1,1,0,0,1,1
451,23,relational,1,graph,mlp,graph,0.6321,0,0,0,0,0,0,0,1
452,23,contextual,1,attention_v2,attention_v2,attention_v2,0.0434,0,0,0,1,1,1,1,1
453,23,feature,0,mlp,attention,mlp,0.3706,0,1,1,1,0,0,1,1
454,23,feature,1,mlp,graph,mlp,0.3920,1,1,0,0,1,1,1,1
455,23,feature,1,mlp,attention,mlp,0.2298,1,1,1,1,1,1,1,1
456,23,relational,0,graph,mlp,graph,0.3363,0,0,1,1,0,0,1,1
457,23,contextual,0,attention_v2,mlp,attention_v2,0.0342,0,1,1,0,0,0,1,1
458,23,relational,0,graph,graph,graph,0.4731,0,0,1,0,0,0,1,1
459,23,relational,0,graph,attention_v2,graph,0.3660,0,1,1,1,1,1,0,1
460,23,relational,1,graph,attention_v2,graph,0.7974,0,0,1,1,0,0,0,1
461,23,feature,1,mlp,attention_v2,mlp,0.3911,1,1,0,0,1,1,1,1
462,23,feature,0,mlp,mlp,mlp,0.3628,0,1,1,1,0,0,1,1
463,23,feature,1,mlp,mlp,mlp,0.4068,1,1,0,0,1,1,1,1
464,23,feature,0,mlp,graph,mlp,0.3586,0,1,1,0,0,0,1,1
465,23,contextual,0,attention_v2,graph,attention_v2,0.0537,0,0,0,0,0,0,1,1
466,23,contextual,1,attention_v2,mlp,attention_v2,0.0445,0,0,1,1,1,1,1,1
467,23,feature,0,mlp,graph,mlp,0.3511,0,1,1,0,0,0,1,1
468,23,contextual,0,attention_v2,mlp,attention_v2,0.0421,0,0,1,0,0,0,1,1
469,23,relational,1,graph,attention_v2,graph,0.7340,0,0,0,1,0,0,0,1
470,23,contextual,0,attention_v2,mlp,attention_v2,0.0490,0,0,1,0,0,0,1,1
471,23,feature,1,mlp,attention_v2,mlp,0.3842,1,1,0,0,1,1,1,1
472,23,relational,1,graph,attention_v2,graph,0.4558,0,0,0,1,0,0,0,1
473,23,contextual,1,attention_v2,mlp,attention_v2,0.0323,0,0,0,1,1,1,1,1
474,23,relational,0,graph,attention_v2,graph,0.5175,0,0,0,0,0,0,1,1
475,23,relational,1,graph,mlp,graph,0.3551,0,1,1,0,1,1,1,1
476,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0638,0,0,0,0,0,0,1,1
477,23,contextual,0,attention_v2,mlp,attention_v2,0.0479,0,0,0,0,0,0,1,1
478,23,feature,1,mlp,attention_v2,mlp,0.2304,1,1,1,1,1,1,1,1
479,23,contextual,0,attention_v2,attention,attention_v2,0.0432,0,0,0,0,0,0,1,1
480,23,feature,0,mlp,graph,mlp,0.2587,0,1,0,0,0,0,1,1
481,23,feature,0,mlp,attention_v2,mlp,0.3632,0,1,1,0,0,0,1,1
482,23,feature,1,mlp,attention,mlp,0.3867,1,1,0,0,1,1,1,1
483,23,contextual,0,attention_v2,mlp,attention_v2,0.1002,0,0,1,0,0,0,1,1
484,23,contextual,1,attention_v2,mlp,attention_v2,0.0329,0,0,0,1,1,1,1,1
485,23,feature,0,mlp,mlp,mlp,0.3595,0,1,1,1,0,0,1,1
486,23,relational,0,graph,mlp,graph,0.3066,0,0,1,1,0,0,1,1
487,23,contextual,0,attention_v2,attention,attention_v2,0.0438,0,0,0,0,0,0,1,1
488,23,feature,1,mlp,attention,mlp,0.2294,1,1,1,1,1,1,1,1
489,23,contextual,1,attention_v2,graph,attention_v2,0.1014,0,0,0,1,1,1,1,1
490,23,feature,1,mlp,mlp,mlp,0.4021,1,1,0,0,1,1,1,1
491,23,relational,0,graph,mlp,graph,0.5418,0,0,0,1,0,0,1,1
492,23,feature,0,mlp,graph,mlp,0.2620,0,1,0,0,0,0,1,1
493,23,relational,0,graph,attention,graph,0.5157,0,0,0,0,0,0,1,1
494,23,relational,0,graph,attention_v2,graph,0.3032,0,0,1,1,0,0,1,1
495,23,feature,0,mlp,attention_v2,mlp,0.2629,0,1,0,0,0,0,1,1
496,23,feature,0,mlp,attention,mlp,0.3490,0,1,1,1,0,0,1,1
497,23,contextual,0,attention_v2,attention,attention_v2,0.0559,0,0,0,0,0,0,1,1
498,23,contextual,1,attention_v2,attention_v2,attention_v2,0.0287,0,0,1,1,1,1,1,1
499,23,relational,0,graph,attention_v2,graph,0.2156,0,0,0,1,0,0,1,1
500,23,contextual,0,attention_v2,attention,attention_v2,0.0844,0,0,0,0,0,0,1,1
501,23,contextual,0,attention_v2,attention,attention_v2,0.0557,0,0,1,0,0,0,1,1
502,23,contextual,1,attention_v2,attention_v2,attention_v2,0.0423,0,0,0,1,1,1,1,1
503,23,feature,1,mlp,attention,mlp,0.3957,1,1,0,0,1,1,1,1
504,23,contextual,0,attention_v2,mlp,attention_v2,0.0462,0,1,1,0,0,0,1,1
505,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0424,0,0,0,0,0,0,1,1
506,23,relational,0,graph,mlp,graph,0.3553,0,0,0,0,0,0,1,1
507,23,feature,1,mlp,graph,mlp,0.2273,1,1,1,1,1,1,1,1
508,23,contextual,1,attention_v2,attention_v2,attention_v2,0.0387,0,0,1,1,1,1,1,1
509,23,contextual,1,attention_v2,graph,attention_v2,0.0385,0,0,0,1,1,1,1,1
510,23,relational,0,graph,graph,graph,0.2987,0,0,1,1,0,0,1,1
511,23,feature,1,mlp,attention_v2,mlp,0.2310,1,1,1,1,1,1,1,1
512,23,feature,0,mlp,attention,mlp,0.2621,0,1,0,0,0,0,1,1
513,23,feature,1,mlp,graph,mlp,0.3771,1,1,0,0,1,1,1,1
514,23,contextual,1,attention_v2,attention,attention_v2,0.0600,0,0,1,1,1,1,1,1
515,23,feature,1,mlp,attention,mlp,0.2368,1,1,1,1,1,1,1,1
516,23,contextual,0,attention_v2,mlp,attention_v2,0.0827,0,1,1,0,0,0,1,1
517,23,feature,1,mlp,attention,mlp,0.3951,1,1,0,0,1,1,1,1
518,23,relational,1,graph,attention,graph,0.3688,0,0,1,1,0,0,0,1
519,23,feature,1,mlp,mlp,mlp,0.2380,1,1,1,1,1,1,1,1
520,23,feature,0,mlp,graph,mlp,0.3719,0,1,1,0,0,0,1,1
521,23,feature,1,mlp,mlp,mlp,0.4071,1,1,0,0,1,1,1,1
522,23,relational,1,graph,attention,graph,0.7661,0,1,1,1,1,1,1,1
523,23,feature,0,mlp,attention_v2,mlp,0.3608,0,1,1,1,0,0,1,1
524,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0359,0,0,0,0,0,0,1,1
525,23,contextual,0,attention_v2,graph,attention_v2,0.0410,0,0,1,0,0,0,1,1
526,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0397,0,0,0,0,0,0,1,1
527,23,feature,1,mlp,attention,mlp,0.3941,1,1,0,0,1,1,1,1
528,23,relational,1,graph,graph,graph,0.3220,0,1,0,0,1,1,1,1
529,23,feature,1,mlp,attention_v2,mlp,0.3799,1,1,0,0,1,1,1,1
530,23,relational,1,graph,graph,graph,0.4211,0,1,0,0,1,1,1,1
531,23,feature,0,mlp,attention_v2,mlp,0.2518,0,1,0,0,0,0,1,1
532,23,relational,1,graph,graph,graph,0.5166,0,1,1,0,1,1,1,1
533,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0394,0,0,1,0,0,0,1,1
534,23,relational,1,graph,attention_v2,graph,0.3587,0,0,0,0,0,0,0,1
535,23,feature,1,mlp,attention_v2,mlp,0.3978,1,1,0,0,1,1,1,1
536,23,relational,1,graph,graph,graph,0.3485,0,1,1,1,1,1,1,1
537,23,contextual,0,attention_v2,mlp,attention_v2,0.0323,0,0,0,0,0,0,1,1
538,23,relational,0,graph,mlp,graph,0.2565,0,0,0,0,0,0,1,1
539,23,contextual,0,attention_v2,attention,attention_v2,0.1146,0,1,1,0,0,0,1,1
540,23,relational,1,graph,attention_v2,graph,0.4815,0,0,1,0,0,0,0,1
541,23,feature,1,mlp,attention,mlp,0.3956,1,1,0,0,1,1,1,1
542,23,relational,0,graph,attention_v2,graph,0.3490,0,1,1,1,1,1,0,1
543,23,contextual,1,attention_v2,graph,attention_v2,0.0576,0,0,0,1,1,1,1,1
544,23,feature,1,mlp,attention_v2,mlp,0.3887,1,1,0,0,1,1,1,1
545,23,relational,0,graph,attention,graph,0.3592,0,0,0,0,0,0,1,1
546,23,feature,0,mlp,graph,mlp,0.2369,0,1,0,0,0,0,1,1
547,23,relational,1,graph,attention_v2,graph,0.3250,0,1,1,1,1,1,1,1
548,23,feature,1,mlp,graph,mlp,0.2308,1,1,1,1,1,1,1,1
549,23,contextual,1,attention_v2,graph,attention_v2,0.0420,0,0,0,1,1,1,1,1
550,23,feature,1,mlp,mlp,mlp,0.2418,1,1,1,1,1,1,1,1
551,23,relational,0,graph,attention,graph,0.1861,0,0,1,1,0,0,1,1
552,23,contextual,0,attention_v2,attention,attention_v2,0.0490,0,0,1,0,0,0,1,1
553,23,feature,0,mlp,graph,mlp,0.2478,0,1,0,0,0,0,1,1
554,23,relational,1,graph,graph,graph,0.4446,0,1,1,0,1,1,1,1
555,23,feature,0,mlp,attention_v2,mlp,0.3611,0,1,1,1,0,0,1,1
556,23,contextual,0,attention_v2,mlp,attention_v2,0.0685,0,0,0,0,0,0,1,1
557,23,contextual,0,attention_v2,graph,attention_v2,0.0680,0,1,1,0,0,0,1,1
558,23,feature,1,mlp,attention_v2,mlp,0.3751,1,1,0,0,1,1,1,1
559,23,contextual,0,attention_v2,mlp,attention_v2,0.0512,0,0,0,0,0,0,1,1
560,23,feature,1,mlp,graph,mlp,0.3828,1,1,0,0,1,1,1,1
561,23,relational,1,graph,attention_v2,graph,0.3674,0,1,1,1,1,1,1,1
562,23,contextual,0,attention_v2,mlp,attention_v2,0.1040,0,0,1,0,0,0,1,1
563,23,contextual,1,attention_v2,attention_v2,attention_v2,0.0591,0,0,0,1,1,1,1,1
564,23,relational,0,graph,graph,graph,0.7657,0,0,0,0,0,0,1,1
565,23,relational,1,graph,attention,graph,0.2344,0,1,0,0,1,1,1,1
